date,tournament,surface,Round,winner,winner_rank_at_match,loser,loser_rank_at_match,score,source_player
5-Apr-2026,Monte-Carlo,Clay,R16,Carlos Alcaraz,1,Tomas Martin Etcheverry,30.0,6-1 4-6 6-3,Carlos Alcaraz
5-Apr-2026,Monte-Carlo,Clay,R32,Carlos Alcaraz,1,Sebastian Baez,65.0,6-1 6-3,Carlos Alcaraz
18-Mar-2026,Miami Masters,Hard,R32,Sebastian Korda,36.0,Carlos Alcaraz,1,6-3 5-7 6-4,Carlos Alcaraz
18-Mar-2026,Miami Masters,Hard,R64,Carlos Alcaraz,1,Joao Fonseca,39.0,6-4 6-4,Carlos Alcaraz
4-Mar-2026,Indian Wells Masters,Hard,SF,Daniil Medvedev,11.0,Carlos Alcaraz,1,6-3 7-6(3),Carlos Alcaraz
4-Mar-2026,Indian Wells Masters,Hard,QF,Carlos Alcaraz,1,Cameron Norrie,29.0,6-3 6-4,Carlos Alcaraz
4-Mar-2026,Indian Wells Masters,Hard,R16,Carlos Alcaraz,1,Casper Ruud,13.0,6-1 7-6(2),Carlos Alcaraz
4-Mar-2026,Indian Wells Masters,Hard,R32,Carlos Alcaraz,1,Arthur Rinderknech,28.0,6-7(6) 6-3 6-2,Carlos Alcaraz
4-Mar-2026,Indian Wells Masters,Hard,R64,Carlos Alcaraz,1,Grigor Dimitrov,42.0,6-2 6-3,Carlos Alcaraz
16-Feb-2026,Doha,Hard,F,Carlos Alcaraz,1,Arthur Fils,40.0,6-2 6-1,Carlos Alcaraz
16-Feb-2026,Doha,Hard,SF,Carlos Alcaraz,1,Andrey Rublev,14.0,7-6(3) 6-4,Carlos Alcaraz
16-Feb-2026,Doha,Hard,QF,Carlos Alcaraz,1,Karen Khachanov,17.0,6-7(3) 6-4 6-3,Carlos Alcaraz
16-Feb-2026,Doha,Hard,R16,Carlos Alcaraz,1,Valentin Royer,60.0,6-2 7-5,Carlos Alcaraz
16-Feb-2026,Doha,Hard,R32,Carlos Alcaraz,1,Arthur Rinderknech,30.0,6-4 7-6(5),Carlos Alcaraz
19-Jan-2026,Australian Open,Hard,F,Carlos Alcaraz,1,Novak Djokovic,4.0,2-6 6-2 6-3 7-5,Carlos Alcaraz
19-Jan-2026,Australian Open,Hard,SF,Carlos Alcaraz,1,Alexander Zverev,3.0,6-4 7-6(5) 6-7(3) 6-7(4) 7-5,Carlos Alcaraz
19-Jan-2026,Australian Open,Hard,QF,Carlos Alcaraz,1,Alex De Minaur,6.0,7-5 6-2 6-1,Carlos Alcaraz
19-Jan-2026,Australian Open,Hard,R16,Carlos Alcaraz,1,Tommy Paul,20.0,7-6(6) 6-4 7-5,Carlos Alcaraz
19-Jan-2026,Australian Open,Hard,R32,Carlos Alcaraz,1,Corentin Moutet,37.0,6-2 6-4 6-1,Carlos Alcaraz
19-Jan-2026,Australian Open,Hard,R64,Carlos Alcaraz,1,Yannick Hanfmann,102.0,7-6(4) 6-3 6-2,Carlos Alcaraz
19-Jan-2026,Australian Open,Hard,R128,Carlos Alcaraz,1,Adam Walton,81.0,6-3 7-6(2) 6-2,Carlos Alcaraz
9-Nov-2025,Tour Finals,Hard,F,Jannik Sinner,2.0,Carlos Alcaraz,1,7-6(4) 7-5,Carlos Alcaraz
9-Nov-2025,Tour Finals,Hard,SF,Carlos Alcaraz,1,Felix Auger Aliassime,8.0,6-2 6-4,Carlos Alcaraz
9-Nov-2025,Tour Finals,Hard,RR,Carlos Alcaraz,1,Lorenzo Musetti,9.0,6-4 6-1,Carlos Alcaraz
9-Nov-2025,Tour Finals,Hard,RR,Carlos Alcaraz,1,Taylor Fritz,6.0,6-7(2) 7-5 6-3,Carlos Alcaraz
9-Nov-2025,Tour Finals,Hard,RR,Carlos Alcaraz,1,Alex De Minaur,7.0,7-6(5) 6-2,Carlos Alcaraz
27-Oct-2025,Paris Masters,Hard,R32,Cameron Norrie,31.0,Carlos Alcaraz,1,4-6 6-3 6-4,Carlos Alcaraz
24-Sep-2025,Tokyo,Hard,F,Carlos Alcaraz,1,Taylor Fritz,5.0,6-4 6-4,Carlos Alcaraz
24-Sep-2025,Tokyo,Hard,SF,Carlos Alcaraz,1,Casper Ruud,12.0,3-6 6-3 6-4,Carlos Alcaraz
24-Sep-2025,Tokyo,Hard,QF,Carlos Alcaraz,1,Brandon Nakashima,33.0,6-2 6-4,Carlos Alcaraz
24-Sep-2025,Tokyo,Hard,R16,Carlos Alcaraz,1,Zizou Bergs,45.0,6-4 6-3,Carlos Alcaraz
24-Sep-2025,Tokyo,Hard,R32,Carlos Alcaraz,1,Sebastian Baez,41.0,6-4 6-2,Carlos Alcaraz
19-Sep-2025,Laver Cup,Hard,RR,Taylor Fritz,5.0,Carlos Alcaraz,1,6-3 6-2,Carlos Alcaraz
19-Sep-2025,Laver Cup,Hard,RR,Carlos Alcaraz,1,Francisco Cerundolo,21.0,6-2 6-1,Carlos Alcaraz
25-Aug-2025,US Open,Hard,F,Carlos Alcaraz,2,Jannik Sinner,1.0,6-2 3-6 6-1 6-4,Carlos Alcaraz
25-Aug-2025,US Open,Hard,SF,Carlos Alcaraz,2,Novak Djokovic,7.0,6-4 7-6(4) 6-2,Carlos Alcaraz
25-Aug-2025,US Open,Hard,QF,Carlos Alcaraz,2,Jiri Lehecka,21.0,6-4 6-2 6-4,Carlos Alcaraz
25-Aug-2025,US Open,Hard,R16,Carlos Alcaraz,2,Arthur Rinderknech,82.0,7-6(3) 6-3 6-4,Carlos Alcaraz
25-Aug-2025,US Open,Hard,R32,Carlos Alcaraz,2,Luciano Darderi,34.0,6-2 6-4 6-0,Carlos Alcaraz
25-Aug-2025,US Open,Hard,R64,Carlos Alcaraz,2,Mattia Bellucci,65.0,6-1 6-0 6-3,Carlos Alcaraz
25-Aug-2025,US Open,Hard,R128,Carlos Alcaraz,2,Reilly Opelka,67.0,6-4 7-5 6-4,Carlos Alcaraz
7-Aug-2025,Cincinnati Masters,Hard,F,Carlos Alcaraz,2,Jannik Sinner,1.0,5-0 RET,Carlos Alcaraz
7-Aug-2025,Cincinnati Masters,Hard,SF,Carlos Alcaraz,2,Alexander Zverev,3.0,6-4 6-3,Carlos Alcaraz
7-Aug-2025,Cincinnati Masters,Hard,QF,Carlos Alcaraz,2,Andrey Rublev,11.0,6-3 4-6 7-5,Carlos Alcaraz
7-Aug-2025,Cincinnati Masters,Hard,R16,Carlos Alcaraz,2,Luca Nardi,98.0,6-1 6-4,Carlos Alcaraz
7-Aug-2025,Cincinnati Masters,Hard,R32,Carlos Alcaraz,2,Hamad Medjedovic,72.0,6-4 6-4,Carlos Alcaraz
7-Aug-2025,Cincinnati Masters,Hard,R64,Carlos Alcaraz,2,Damir Dzumhur,56.0,6-1 2-6 6-3,Carlos Alcaraz
30-Jun-2025,Wimbledon,Grass,F,Jannik Sinner,1.0,Carlos Alcaraz,2,4-6 6-4 6-4 6-4,Carlos Alcaraz
30-Jun-2025,Wimbledon,Grass,SF,Carlos Alcaraz,2,Taylor Fritz,5.0,6-4 5-7 6-3 7-6(6),Carlos Alcaraz
30-Jun-2025,Wimbledon,Grass,QF,Carlos Alcaraz,2,Cameron Norrie,61.0,6-2 6-3 6-3,Carlos Alcaraz
30-Jun-2025,Wimbledon,Grass,R16,Carlos Alcaraz,2,Andrey Rublev,14.0,6-7(5) 6-3 6-4 6-4,Carlos Alcaraz
30-Jun-2025,Wimbledon,Grass,R32,Carlos Alcaraz,2,Jan Lennard Struff,125.0,6-1 3-6 6-3 6-4,Carlos Alcaraz
30-Jun-2025,Wimbledon,Grass,R64,Carlos Alcaraz,2,Oliver Tarvet,733.0,6-1 6-4 6-4,Carlos Alcaraz
30-Jun-2025,Wimbledon,Grass,R128,Carlos Alcaraz,2,Fabio Fognini,138.0,7-5 6-7(5) 7-5 2-6 6-1,Carlos Alcaraz
16-Jun-2025,Queen's Club,Grass,F,Carlos Alcaraz,2,Jiri Lehecka,30.0,7-5 6-7(5) 6-2,Carlos Alcaraz
16-Jun-2025,Queen's Club,Grass,SF,Carlos Alcaraz,2,Roberto Bautista Agut,51.0,6-4 6-4,Carlos Alcaraz
16-Jun-2025,Queen's Club,Grass,QF,Carlos Alcaraz,2,Arthur Rinderknech,80.0,7-5 6-4,Carlos Alcaraz
16-Jun-2025,Queen's Club,Grass,R16,Carlos Alcaraz,2,Jaume Munar,59.0,6-4 6-7(7) 7-5,Carlos Alcaraz
16-Jun-2025,Queen's Club,Grass,R32,Carlos Alcaraz,2,Adam Walton,86.0,6-4 7-6(4),Carlos Alcaraz
26-May-2025,Roland Garros,Clay,F,Carlos Alcaraz,2,Jannik Sinner,1.0,4-6 6-7(4) 6-4 7-6(3) 7-6(2),Carlos Alcaraz
26-May-2025,Roland Garros,Clay,SF,Carlos Alcaraz,2,Lorenzo Musetti,7.0,4-6 7-6(3) 6-0 2-0 RET,Carlos Alcaraz
26-May-2025,Roland Garros,Clay,QF,Carlos Alcaraz,2,Tommy Paul,12.0,6-0 6-1 6-4,Carlos Alcaraz
26-May-2025,Roland Garros,Clay,R16,Carlos Alcaraz,2,Ben Shelton,13.0,7-6(8) 6-3 4-6 6-4,Carlos Alcaraz
26-May-2025,Roland Garros,Clay,R32,Carlos Alcaraz,2,Damir Dzumhur,69.0,6-1 6-3 4-6 6-4,Carlos Alcaraz
26-May-2025,Roland Garros,Clay,R64,Carlos Alcaraz,2,Fabian Marozsan,56.0,6-1 4-6 6-1 6-2,Carlos Alcaraz
26-May-2025,Roland Garros,Clay,R128,Carlos Alcaraz,2,Giulio Zeppieri,310.0,6-3 6-4 6-2,Carlos Alcaraz
7-May-2025,Rome Masters,Clay,F,Carlos Alcaraz,3,Jannik Sinner,1.0,7-6(5) 6-1,Carlos Alcaraz
7-May-2025,Rome Masters,Clay,SF,Carlos Alcaraz,3,Lorenzo Musetti,9.0,6-3 7-6(4),Carlos Alcaraz
7-May-2025,Rome Masters,Clay,QF,Carlos Alcaraz,3,Jack Draper,5.0,6-4 6-4,Carlos Alcaraz
7-May-2025,Rome Masters,Clay,R16,Carlos Alcaraz,3,Karen Khachanov,24.0,6-3 3-6 7-5,Carlos Alcaraz
7-May-2025,Rome Masters,Clay,R32,Carlos Alcaraz,3,Laslo Djere,64.0,7-6(2) 6-2,Carlos Alcaraz
7-May-2025,Rome Masters,Clay,R64,Carlos Alcaraz,3,Dusan Lajovic,131.0,6-3 6-3,Carlos Alcaraz
14-Apr-2025,Barcelona,Clay,F,Holger Rune,13.0,Carlos Alcaraz,2,7-6(6) 6-2,Carlos Alcaraz
14-Apr-2025,Barcelona,Clay,SF,Carlos Alcaraz,2,Arthur Fils,14.0,6-2 6-4,Carlos Alcaraz
14-Apr-2025,Barcelona,Clay,QF,Carlos Alcaraz,2,Alex De Minaur,7.0,7-5 6-3,Carlos Alcaraz
14-Apr-2025,Barcelona,Clay,R16,Carlos Alcaraz,2,Laslo Djere,80.0,6-2 6-4,Carlos Alcaraz
14-Apr-2025,Barcelona,Clay,R32,Carlos Alcaraz,2,Ethan Quinn,126.0,6-2 7-6(6),Carlos Alcaraz
5-Apr-2026,Monte-Carlo,Clay,R16,Jannik Sinner,2,Tomas Machac,53.0,6-1 6-7(3) 6-3,Jannik Sinner
5-Apr-2026,Monte-Carlo,Clay,R32,Jannik Sinner,2,Ugo Humbert,34.0,6-3 6-0,Jannik Sinner
18-Mar-2026,Miami Masters,Hard,F,Jannik Sinner,2,Jiri Lehecka,22.0,6-4 6-4,Jannik Sinner
18-Mar-2026,Miami Masters,Hard,SF,Jannik Sinner,2,Alexander Zverev,4.0,6-3 7-6(4),Jannik Sinner
18-Mar-2026,Miami Masters,Hard,QF,Jannik Sinner,2,Frances Tiafoe,20.0,6-2 6-2,Jannik Sinner
18-Mar-2026,Miami Masters,Hard,R16,Jannik Sinner,2,Alex Michelsen,40.0,7-5 7-6(4),Jannik Sinner
18-Mar-2026,Miami Masters,Hard,R32,Jannik Sinner,2,Corentin Moutet,33.0,6-1 6-4,Jannik Sinner
18-Mar-2026,Miami Masters,Hard,R64,Jannik Sinner,2,Damir Dzumhur,76.0,6-3 6-3,Jannik Sinner
4-Mar-2026,Indian Wells Masters,Hard,F,Jannik Sinner,2,Daniil Medvedev,11.0,7-6(6) 7-6(4),Jannik Sinner
4-Mar-2026,Indian Wells Masters,Hard,SF,Jannik Sinner,2,Alexander Zverev,4.0,6-2 6-4,Jannik Sinner
4-Mar-2026,Indian Wells Masters,Hard,QF,Jannik Sinner,2,Learner Tien,27.0,6-1 6-2,Jannik Sinner
4-Mar-2026,Indian Wells Masters,Hard,R16,Jannik Sinner,2,Joao Fonseca,35.0,7-6(6) 7-6(4),Jannik Sinner
4-Mar-2026,Indian Wells Masters,Hard,R32,Jannik Sinner,2,Denis Shapovalov,39.0,6-3 6-2,Jannik Sinner
4-Mar-2026,Indian Wells Masters,Hard,R64,Jannik Sinner,2,Dalibor Svrcina,109.0,6-1 6-1,Jannik Sinner
16-Feb-2026,Doha,Hard,QF,Jakub Mensik,16.0,Jannik Sinner,2,7-6(3) 2-6 6-3,Jannik Sinner
16-Feb-2026,Doha,Hard,R16,Jannik Sinner,2,Alexei Popyrin,53.0,6-3 7-5,Jannik Sinner
16-Feb-2026,Doha,Hard,R32,Jannik Sinner,2,Tomas Machac,31.0,6-1 6-4,Jannik Sinner
19-Jan-2026,Australian Open,Hard,SF,Novak Djokovic,4.0,Jannik Sinner,2,3-6 6-3 4-6 6-4 6-4,Jannik Sinner
19-Jan-2026,Australian Open,Hard,QF,Jannik Sinner,2,Ben Shelton,7.0,6-3 6-4 6-4,Jannik Sinner
19-Jan-2026,Australian Open,Hard,R16,Jannik Sinner,2,Luciano Darderi,25.0,6-1 6-3 7-6(2),Jannik Sinner
19-Jan-2026,Australian Open,Hard,R32,Jannik Sinner,2,Eliot Spizzirri,85.0,4-6 6-3 6-4 6-4,Jannik Sinner
19-Jan-2026,Australian Open,Hard,R64,Jannik Sinner,2,James Duckworth,88.0,6-1 6-4 6-2,Jannik Sinner
19-Jan-2026,Australian Open,Hard,R128,Jannik Sinner,2,Hugo Gaston,93.0,6-2 6-1 0-0 RET,Jannik Sinner
9-Nov-2025,Tour Finals,Hard,F,Jannik Sinner,2,Carlos Alcaraz,1.0,7-6(4) 7-5,Jannik Sinner
9-Nov-2025,Tour Finals,Hard,SF,Jannik Sinner,2,Alex De Minaur,7.0,7-5 6-2,Jannik Sinner
9-Nov-2025,Tour Finals,Hard,RR,Jannik Sinner,2,Alexander Zverev,3.0,6-4 6-3,Jannik Sinner
9-Nov-2025,Tour Finals,Hard,RR,Jannik Sinner,2,Ben Shelton,5.0,6-3 7-6(3),Jannik Sinner
9-Nov-2025,Tour Finals,Hard,RR,Jannik Sinner,2,Felix Auger Aliassime,8.0,7-5 6-1,Jannik Sinner
27-Oct-2025,Paris Masters,Hard,F,Jannik Sinner,2,Felix Auger Aliassime,10.0,6-4 7-6(4),Jannik Sinner
27-Oct-2025,Paris Masters,Hard,SF,Jannik Sinner,2,Alexander Zverev,3.0,6-0 6-1,Jannik Sinner
27-Oct-2025,Paris Masters,Hard,QF,Jannik Sinner,2,Ben Shelton,7.0,6-3 6-3,Jannik Sinner
27-Oct-2025,Paris Masters,Hard,R16,Jannik Sinner,2,Francisco Cerundolo,21.0,7-5 6-1,Jannik Sinner
27-Oct-2025,Paris Masters,Hard,R32,Jannik Sinner,2,Zizou Bergs,41.0,6-4 6-2,Jannik Sinner
20-Oct-2025,Vienna,Hard,F,Jannik Sinner,2,Alexander Zverev,3.0,3-6 6-3 7-5,Jannik Sinner
20-Oct-2025,Vienna,Hard,SF,Jannik Sinner,2,Alex De Minaur,7.0,6-3 6-4,Jannik Sinner
20-Oct-2025,Vienna,Hard,QF,Jannik Sinner,2,Alexander Bublik,16.0,6-4 6-4,Jannik Sinner
20-Oct-2025,Vienna,Hard,R16,Jannik Sinner,2,Flavio Cobolli,22.0,6-2 7-6(4),Jannik Sinner
20-Oct-2025,Vienna,Hard,R32,Jannik Sinner,2,Daniel Altmaier,51.0,6-0 6-2,Jannik Sinner
1-Oct-2025,Shanghai Masters,Hard,R32,Tallon Griekspoor,31.0,Jannik Sinner,2,6-7(3) 7-5 3-2 RET,Jannik Sinner
1-Oct-2025,Shanghai Masters,Hard,R64,Jannik Sinner,2,Daniel Altmaier,49.0,6-3 6-3,Jannik Sinner
25-Sep-2025,Beijing,Hard,F,Jannik Sinner,2,Learner Tien,52.0,6-2 6-2,Jannik Sinner
25-Sep-2025,Beijing,Hard,SF,Jannik Sinner,2,Alex De Minaur,8.0,6-3 4-6 6-2,Jannik Sinner
25-Sep-2025,Beijing,Hard,QF,Jannik Sinner,2,Fabian Marozsan,57.0,6-1 7-5,Jannik Sinner
25-Sep-2025,Beijing,Hard,R16,Jannik Sinner,2,Terence Atmane,68.0,6-4 5-7 6-0,Jannik Sinner
25-Sep-2025,Beijing,Hard,R32,Jannik Sinner,2,Marin Cilic,97.0,6-2 6-2,Jannik Sinner
25-Aug-2025,US Open,Hard,F,Carlos Alcaraz,2.0,Jannik Sinner,1,6-2 3-6 6-1 6-4,Jannik Sinner
25-Aug-2025,US Open,Hard,SF,Jannik Sinner,1,Felix Auger Aliassime,27.0,6-1 3-6 6-3 6-4,Jannik Sinner
25-Aug-2025,US Open,Hard,QF,Jannik Sinner,1,Lorenzo Musetti,10.0,6-1 6-4 6-2,Jannik Sinner
25-Aug-2025,US Open,Hard,R16,Jannik Sinner,1,Alexander Bublik,24.0,6-1 6-1 6-1,Jannik Sinner
25-Aug-2025,US Open,Hard,R32,Jannik Sinner,1,Denis Shapovalov,29.0,5-7 6-4 6-3 6-3,Jannik Sinner
25-Aug-2025,US Open,Hard,R64,Jannik Sinner,1,Alexei Popyrin,36.0,6-3 6-2 6-2,Jannik Sinner
25-Aug-2025,US Open,Hard,R128,Jannik Sinner,1,Vit Kopriva,89.0,6-1 6-1 6-2,Jannik Sinner
7-Aug-2025,Cincinnati Masters,Hard,F,Carlos Alcaraz,2.0,Jannik Sinner,1,5-0 RET,Jannik Sinner
7-Aug-2025,Cincinnati Masters,Hard,SF,Jannik Sinner,1,Terence Atmane,136.0,7-6(4) 6-2,Jannik Sinner
7-Aug-2025,Cincinnati Masters,Hard,QF,Jannik Sinner,1,Felix Auger Aliassime,28.0,6-0 6-2,Jannik Sinner
7-Aug-2025,Cincinnati Masters,Hard,R16,Jannik Sinner,1,Adrian Mannarino,89.0,6-4 7-6(4),Jannik Sinner
7-Aug-2025,Cincinnati Masters,Hard,R32,Jannik Sinner,1,Gabriel Diallo,35.0,6-2 7-6(6),Jannik Sinner
7-Aug-2025,Cincinnati Masters,Hard,R64,Jannik Sinner,1,Daniel Elahi Galan,144.0,6-1 6-1,Jannik Sinner
30-Jun-2025,Wimbledon,Grass,F,Jannik Sinner,1,Carlos Alcaraz,2.0,4-6 6-4 6-4 6-4,Jannik Sinner
30-Jun-2025,Wimbledon,Grass,SF,Jannik Sinner,1,Novak Djokovic,6.0,6-3 6-3 6-4,Jannik Sinner
30-Jun-2025,Wimbledon,Grass,QF,Jannik Sinner,1,Ben Shelton,10.0,7-6(2) 6-4 6-4,Jannik Sinner
30-Jun-2025,Wimbledon,Grass,R16,Jannik Sinner,1,Grigor Dimitrov,21.0,3-6 5-7 2-2 RET,Jannik Sinner
30-Jun-2025,Wimbledon,Grass,R32,Jannik Sinner,1,Pedro Martinez,52.0,6-1 6-3 6-1,Jannik Sinner
30-Jun-2025,Wimbledon,Grass,R64,Jannik Sinner,1,Aleksandar Vukic,93.0,6-1 6-1 6-3,Jannik Sinner
30-Jun-2025,Wimbledon,Grass,R128,Jannik Sinner,1,Luca Nardi,95.0,6-4 6-3 6-0,Jannik Sinner
16-Jun-2025,Halle,Grass,R16,Alexander Bublik,45.0,Jannik Sinner,1,3-6 6-3 6-4,Jannik Sinner
16-Jun-2025,Halle,Grass,R32,Jannik Sinner,1,Yannick Hanfmann,138.0,7-5 6-3,Jannik Sinner
26-May-2025,Roland Garros,Clay,F,Carlos Alcaraz,2.0,Jannik Sinner,1,4-6 6-7(4) 6-4 7-6(3) 7-6(2),Jannik Sinner
26-May-2025,Roland Garros,Clay,SF,Jannik Sinner,1,Novak Djokovic,6.0,6-4 7-5 7-6(3),Jannik Sinner
26-May-2025,Roland Garros,Clay,QF,Jannik Sinner,1,Alexander Bublik,62.0,6-1 7-5 6-0,Jannik Sinner
26-May-2025,Roland Garros,Clay,R16,Jannik Sinner,1,Andrey Rublev,15.0,6-1 6-3 6-4,Jannik Sinner
26-May-2025,Roland Garros,Clay,R32,Jannik Sinner,1,Jiri Lehecka,34.0,6-0 6-1 6-2,Jannik Sinner
26-May-2025,Roland Garros,Clay,R64,Jannik Sinner,1,Richard Gasquet,166.0,6-3 6-0 6-4,Jannik Sinner
26-May-2025,Roland Garros,Clay,R128,Jannik Sinner,1,Arthur Rinderknech,75.0,6-4 6-3 7-5,Jannik Sinner
7-May-2025,Rome Masters,Clay,F,Carlos Alcaraz,3.0,Jannik Sinner,1,7-6(5) 6-1,Jannik Sinner
7-May-2025,Rome Masters,Clay,SF,Jannik Sinner,1,Tommy Paul,12.0,1-6 6-0 6-3,Jannik Sinner
7-May-2025,Rome Masters,Clay,QF,Jannik Sinner,1,Casper Ruud,7.0,6-0 6-1,Jannik Sinner
7-May-2025,Rome Masters,Clay,R16,Jannik Sinner,1,Francisco Cerundolo,18.0,7-6(2) 6-3,Jannik Sinner
7-May-2025,Rome Masters,Clay,R32,Jannik Sinner,1,Jesper De Jong,93.0,6-4 6-2,Jannik Sinner
7-May-2025,Rome Masters,Clay,R64,Jannik Sinner,1,Mariano Navone,99.0,6-3 6-4,Jannik Sinner
5-Apr-2026,Monte-Carlo,Clay,R16,Alexander Zverev,3,Zizou Bergs,47.0,6-2 7-5,Alexander Zverev
5-Apr-2026,Monte-Carlo,Clay,R32,Alexander Zverev,3,Cristian Garin,109.0,4-6 6-4 7-5,Alexander Zverev
18-Mar-2026,Miami Masters,Hard,SF,Jannik Sinner,2.0,Alexander Zverev,4,6-3 7-6(4),Alexander Zverev
18-Mar-2026,Miami Masters,Hard,QF,Alexander Zverev,4,Francisco Cerundolo,19.0,6-1 6-2,Alexander Zverev
18-Mar-2026,Miami Masters,Hard,R16,Alexander Zverev,4,Quentin Halys,111.0,7-6(4) 7-6(1),Alexander Zverev
18-Mar-2026,Miami Masters,Hard,R32,Alexander Zverev,4,Marin Cilic,49.0,6-2 5-7 6-4,Alexander Zverev
18-Mar-2026,Miami Masters,Hard,R64,Alexander Zverev,4,Martin Damm,133.0,6-2 6-4,Alexander Zverev
4-Mar-2026,Indian Wells Masters,Hard,SF,Jannik Sinner,2.0,Alexander Zverev,4,6-2 6-4,Alexander Zverev
4-Mar-2026,Indian Wells Masters,Hard,QF,Alexander Zverev,4,Arthur Fils,32.0,6-2 6-3,Alexander Zverev
4-Mar-2026,Indian Wells Masters,Hard,R16,Alexander Zverev,4,Frances Tiafoe,22.0,6-3 6-4,Alexander Zverev
4-Mar-2026,Indian Wells Masters,Hard,R32,Alexander Zverev,4,Brandon Nakashima,30.0,7-6(2) 5-7 6-4,Alexander Zverev
4-Mar-2026,Indian Wells Masters,Hard,R64,Alexander Zverev,4,Matteo Berrettini,66.0,6-3 6-4,Alexander Zverev
23-Feb-2026,Acapulco,Hard,R16,Miomir Kecmanovic,84.0,Alexander Zverev,4,6-3 6-7(3) 7-6(4),Alexander Zverev
23-Feb-2026,Acapulco,Hard,R32,Alexander Zverev,4,Corentin Moutet,35.0,6-2 6-4,Alexander Zverev
19-Jan-2026,Australian Open,Hard,SF,Carlos Alcaraz,1.0,Alexander Zverev,3,6-4 7-6(5) 6-7(3) 6-7(4) 7-5,Alexander Zverev
19-Jan-2026,Australian Open,Hard,QF,Alexander Zverev,3,Learner Tien,29.0,6-3 6-7(5) 6-1 7-6(3),Alexander Zverev
19-Jan-2026,Australian Open,Hard,R16,Alexander Zverev,3,Francisco Cerundolo,21.0,6-2 6-4 6-4,Alexander Zverev
19-Jan-2026,Australian Open,Hard,R32,Alexander Zverev,3,Cameron Norrie,27.0,7-5 4-6 6-3 6-1,Alexander Zverev
19-Jan-2026,Australian Open,Hard,R64,Alexander Zverev,3,Alexandre Muller,52.0,6-3 4-6 6-3 6-4,Alexander Zverev
19-Jan-2026,Australian Open,Hard,R128,Alexander Zverev,3,Gabriel Diallo,41.0,6-7(1) 6-1 6-4 6-2,Alexander Zverev
5-Jan-2026,United Cup,Hard,RR,Hubert Hurkacz,83.0,Alexander Zverev,3,6-3 6-4,Alexander Zverev
5-Jan-2026,United Cup,Hard,RR,Alexander Zverev,3,Tallon Griekspoor,25.0,7-5 6-0,Alexander Zverev
22-Nov-2025,Davis Cup Finals SF: ESP vs GER,Hard,RR,Alexander Zverev,3,Jaume Munar,36.0,7-6(2) 7-6(5),Alexander Zverev
20-Nov-2025,Davis Cup Finals QF: ARG vs GER,Hard,RR,Alexander Zverev,3,Francisco Cerundolo,21.0,6-4 7-6(3),Alexander Zverev
9-Nov-2025,Tour Finals,Hard,RR,Jannik Sinner,2.0,Alexander Zverev,3,6-4 6-3,Alexander Zverev
9-Nov-2025,Tour Finals,Hard,RR,Alexander Zverev,3,Ben Shelton,5.0,6-3 7-6(6),Alexander Zverev
9-Nov-2025,Tour Finals,Hard,RR,Felix Auger Aliassime,8.0,Alexander Zverev,3,6-4 7-6(4),Alexander Zverev
27-Oct-2025,Paris Masters,Hard,SF,Jannik Sinner,2.0,Alexander Zverev,3,6-0 6-1,Alexander Zverev
27-Oct-2025,Paris Masters,Hard,QF,Alexander Zverev,3,Daniil Medvedev,13.0,2-6 6-3 7-6(5),Alexander Zverev
27-Oct-2025,Paris Masters,Hard,R16,Alexander Zverev,3,Alejandro Davidovich Fokina,15.0,6-2 6-4,Alexander Zverev
27-Oct-2025,Paris Masters,Hard,R32,Alexander Zverev,3,Camilo Ugo Carabelli,49.0,6-7(5) 6-1 7-5,Alexander Zverev
20-Oct-2025,Vienna,Hard,F,Jannik Sinner,2.0,Alexander Zverev,3,3-6 6-3 7-5,Alexander Zverev
20-Oct-2025,Vienna,Hard,SF,Alexander Zverev,3,Lorenzo Musetti,8.0,6-4 7-5,Alexander Zverev
20-Oct-2025,Vienna,Hard,QF,Alexander Zverev,3,Tallon Griekspoor,28.0,W/O,Alexander Zverev
20-Oct-2025,Vienna,Hard,R16,Alexander Zverev,3,Matteo Arnaldi,72.0,6-4 6-4,Alexander Zverev
20-Oct-2025,Vienna,Hard,R32,Alexander Zverev,3,Jacob Fearnley,81.0,6-4 1-6 7-6(5),Alexander Zverev
1-Oct-2025,Shanghai Masters,Hard,R32,Arthur Rinderknech,54.0,Alexander Zverev,3,4-6 6-3 6-2,Alexander Zverev
1-Oct-2025,Shanghai Masters,Hard,R64,Alexander Zverev,3,Valentin Royer,76.0,6-4 6-4,Alexander Zverev
25-Sep-2025,Beijing,Hard,QF,Daniil Medvedev,18.0,Alexander Zverev,3,6-3 6-3,Alexander Zverev
25-Sep-2025,Beijing,Hard,R16,Alexander Zverev,3,Corentin Moutet,37.0,7-5 3-6 6-3,Alexander Zverev
25-Sep-2025,Beijing,Hard,R32,Alexander Zverev,3,Lorenzo Sonego,44.0,6-4 6-3,Alexander Zverev
19-Sep-2025,Laver Cup,Hard,RR,Alex De Minaur,8.0,Alexander Zverev,3,6-1 6-4,Alexander Zverev
19-Sep-2025,Laver Cup,Hard,RR,Taylor Fritz,5.0,Alexander Zverev,3,6-3 7-6(4),Alexander Zverev
25-Aug-2025,US Open,Hard,R32,Felix Auger Aliassime,27.0,Alexander Zverev,3,4-6 7-6(7) 6-4 6-4,Alexander Zverev
